"","res_id","wave","east","hate_violence_means","hate_pol_message","hate_prevent_settlement","hate_polcondemn","hate_justified","MateComp.cont","JobComp.cont","LifeSatis.cont","pop_15_44_muni_gendergap_2015","age","singdivsep","age_group","gender","state","citizenship","marital","religion","eduyrs","occupation","income","household_size","self_econ","distance_ref","settle_ref","lrscale","afd","muslim_ind","afd_ind","contact_ind","refugee_ind","list","treatment_list","outcome_list","ref_integrating","ref_citizenship","ref_reduce","ref_moredone","ref_cultgiveup","ref_economy","ref_crime","ref_terror","ref_loc_services","ref_loc_economy","ref_loc_crime","ref_loc_culture","ref_loc_islam","ref_loc_schools","ref_loc_housing","ref_loc_wayoflife","women_role"
"6084","493142444",4,0,1,2,1,2,1,2,2,7,1.04973357015986,46,0,"40-49","Male","Hessen",1,"Married","No, I don't feel close to any religion",16,"Self-employed / freelancer","5,000 or more <80>","2","7","21-50 kilometers","50 <96> 249",5,60,1,1,0.5,0.875,NA,NA,NA,4,1,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3
"6089","417364944",4,0,1,1,1,1,1,1,1,8,1.02450032237266,53,0,"50-59","Male","Hessen",1,"Married","Protestant",16,"Senior civil servant <96> highest level","4,000 to below 4,500 <80>","2","7","6-10 kilometers","50 <96> 249",6,0,0.25,0,0.666666666666667,0.125,NA,NA,NA,3,2,1,1,2,1,2,2,2,3,2,1,1,4,2,3,1
"6100","453018843",4,0,3,1,1,2,2,1,1,3,1.11148086522463,53,0,"50-59","Female","Hessen",1,"Married","Protestant",15,"Self-employed / freelancer","1,500 to below 2,000 <80>","2","4","6-10 kilometers","1 <96> 49",4,0,0.5,0,0,0.875,NA,NA,NA,3,1,3,3,3,3,3,4,3,4,3,2,2,3,1,2,2
"6102","414569149",4,0,1,1,1,2,1,2,2,8,1.06044417309013,46,1,"40-49","Male","Hessen",1,"Single, without partner","Protestant",23,"Employee in high position","5,000 or more <80>","3","7","3-5 kilometers","1000 and more",7,31,0.625,0.666666666666667,0.5,1,NA,NA,NA,3,3,4,3,3,3,3,4,3,3,3,3,3,4,4,3,3
"6109","451401144",4,0,1,1,1,2,1,3,2,0,1.06044417309013,47,1,"40-49","Male","Hessen",1,"Divorced / separated","No, I don't feel close to any religion",14,"Unemployed / seeking work","1,000 to below 1,500 <80>","1","1","Less than 3 kilometer","1000 and more",5,0,0.75,0.333333333333333,0.333333333333333,0.75,NA,NA,NA,3,2,3,3,3,3,2,4,4,3,2,2,3,3,4,3,2
"6115","481080943",4,0,1,1,3,4,2,1,2,7,1.06044417309013,27,0,"18-29","Male","Hessen",0,"Registered partnership","Muslim",13,"Employee in high position","2,500 to below 3,000 <80>","2","7","More than 50 kilometer","50 <96> 249",5,1,0,0.333333333333333,1,0,NA,NA,NA,2,1,1,1,1,1,1,1,2,2,1,1,1,3,3,2,4
"6127","487162141",4,0,1,1,1,4,2,1,2,7,1.06044417309013,24,0,"18-29","Female","Hessen",1,"With partner, not living together","Protestant",18,"In schooling / vocational training, student","1,500 to below 2,000 <80>","2","6","Less than 3 kilometer","250 <96> 499",3,0,0.375,0.333333333333333,0.333333333333333,0.625,NA,NA,NA,3,3,2,2,3,2,3,3,1,3,3,2,3,3,1,3,1
"6128","404132249",4,0,3,4,4,3,4,4,4,3,1.06044417309013,38,1,"30-39","Male","Hessen",1,"Divorced / separated","Protestant",12,"Unemployed / seeking work","No answer","1","5","Don't know","1000 and more",5,50,1,1,0.666666666666667,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3
"6130","481987444",4,0,1,1,1,3,1,1,2,7,1.06044417309013,65,0,"60 and older","Male","Hessen",1,"Married","No, I don't feel close to any religion",12,"Retired","3,500 to below 4,000 <80>","2","6","Less than 3 kilometer","1000 and more",2,0,0.625,0.333333333333333,0.333333333333333,0.375,NA,NA,NA,3,1,2,1,3,1,2,3,3,2,2,2,2,3,3,2,2
"6133","483888444",4,0,1,1,1,1,1,1,1,4,1.06044417309013,28,0,"18-29","Female","Hessen",1,"With partner, not living together","No, I don't feel close to any religion",9,"In schooling / vocational training, student","1,000 to below 1,500 <80>","2","6","Don't know","250 <96> 499",0,0,0.125,0,0.166666666666667,0,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"6140","483703440",4,0,1,1,1,1,1,2,2,7,1.06044417309013,40,0,"30-39","Female","Hessen",1,"With partner, living together","Protestant",18,"Employee in low / medium position","No answer","2","8","6-10 kilometers","500 <96> 999",4,0,0.5,0,0.666666666666667,0.375,NA,NA,NA,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2
"6142","463343642",4,0,4,1,2,4,4,1,4,3,1.05375597717106,60,0,"50-59","Female","Hessen",1,"Married","Roman Catholic",5,"Retired","3,000 to below 3,500 <80>","3","7","Less than 3 kilometer","50 <96> 249",8,100,1,1,0.5,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"6146","441061141",4,0,2,2,2,3,2,2,2,3,1.05375597717106,54,0,"50-59","Male","Hessen",1,"Married","No, I don't feel close to any religion",16,"Employee in high position","2,500 to below 3,000 <80>","5","6","3-5 kilometers","1000 and more",7,70,0.875,1,0.5,1,NA,NA,NA,4,3,4,4,3,3,4,4,3,3,4,3,2,3,3,2,2
"6154","477449947",4,0,3,3,3,2,3,2,3,2,1.05375597717106,40,1,"30-39","Female","Hessen",1,"Single, without partner","No, I don't feel close to any religion",11,"Other","below 500 <80>","1","3","6-10 kilometers","1000 and more",7,63,1,1,0.333333333333333,1,NA,NA,NA,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3
"6157","481954445",4,0,1,1,1,1,1,3,2,7,1.1443661971831,54,0,"50-59","Male","Hessen",1,"With partner, not living together","Protestant",14,"Employee in low / medium position","1,000 to below 1,500 <80>","1","3","More than 50 kilometer","250 <96> 499",4,0,0.375,0,0.5,0.375,NA,NA,NA,2,2,2,2,3,2,3,3,1,2,3,2,3,4,4,3,3
"6160","447178741",4,0,1,1,1,2,1,1,2,7,1.19157088122605,29,1,"18-29","Male","Hessen",1,"Single, without partner","No, I don't feel close to any religion",16,"Employee in low / medium position","2,500 to below 3,000 <80>","1","6","Don't know","There are no refugees in my town",5,3,0.75,0.666666666666667,0,0.375,NA,NA,NA,2,3,3,2,3,2,2,2,2,2,2,3,3,2,2,2,1
"6164","473994940",4,0,1,1,1,1,1,1,1,7,1.10622710622711,72,0,"60 and older","Male","Hessen",1,"Married","Protestant",13,"Retired","3,000 to below 3,500 <80>","2","6","11-20 kilometers","1 <96> 49",4,0,0.125,0,0.166666666666667,0,NA,NA,NA,2,1,1,1,2,1,1,1,3,2,1,1,1,2,1,2,1
"6166","473364547",4,0,3,3,3,1,3,2,3,2,1.0753951302862,47,0,"40-49","Female","Hessen",1,"Married","Christian, but not close to a particular religious community",17,"Retired","2,000 to below 2,500 <80>","2","3","Less than 3 kilometer","1000 and more",3,12,1,1,0.333333333333333,1,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,3,4
"6170","454450442",4,0,1,1,1,3,1,1,1,8,1.15086206896552,47,0,"40-49","Male","Hessen",1,"Married","Protestant",13,"Skilled worker","3,000 to below 3,500 <80>","4","5","Less than 3 kilometer","50 <96> 249",3,0,0.5,0,0.333333333333333,0.5,NA,NA,NA,3,3,3,1,1,2,2,3,3,2,3,3,2,3,3,2,1
"6175","487033048",4,0,1,1,1,1,1,2,3,9,1.05258386219402,33,0,"30-39","Male","Hessen",1,"With partner, living together","Protestant",19,"Employee in high position","4,500 to below 5,000 <80>","7","8","6-10 kilometers","1 <96> 49",5,1,0.75,0.333333333333333,0.333333333333333,0.875,NA,NA,NA,3,1,4,3,3,3,3,3,4,3,3,2,2,4,3,3,2
"6179","454790146",4,0,4,4,4,4,4,4,4,5,1.01694149536932,32,1,"30-39","Male","Hessen",1,"Single, without partner","Jewish",14,"Unemployed / seeking work","1,000 to below 1,500 <80>","2","0 ( BOTTOM )","3-5 kilometers","50 <96> 249",8,100,1,1,0.333333333333333,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
"6180","434969946",4,0,2,1,1,2,2,1,1,7,1.26776859504132,35,0,"30-39","Female","Hessen",1,"Married","Protestant",14,"Employee in low / medium position","2,500 to below 3,000 <80>","2","5","Less than 3 kilometer","1000 and more",6,9,0.625,0.333333333333333,0.333333333333333,0.875,NA,NA,NA,3,3,3,3,3,2,4,4,3,2,4,3,3,4,4,3,1
"6183","441624942",4,0,2,1,1,1,1,2,2,7,1.14786832164058,76,0,"60 and older","Male","Hessen",1,"Married","No, I don't feel close to any religion",10,"Retired","2,000 to below 2,500 <80>","2","3","6-10 kilometers","1 <96> 49",4,2,0.5,0,0,0.375,NA,NA,NA,3,3,2,3,2,2,2,2,3,3,2,3,2,3,2,2,3
"6187","473925545",4,0,1,1,1,1,1,1,2,8,1.05366308912739,24,1,"18-29","Female","Hessen",1,"Single, without partner","Protestant",17,"Senior civil servant <96> highest level","5,000 or more <80>","5","7","6-10 kilometers","50 <96> 249",3,0,0,0,0,0,NA,NA,NA,2,2,2,1,2,2,2,2,3,2,2,2,2,3,3,3,1
"6190","431753448",4,0,1,1,1,1,1,1,1,8,1.03341584158416,67,0,"60 and older","Female","Hessen",1,"Widowed","Protestant",13,"Retired","1,500 to below 2,000 <80>","1","7","21-50 kilometers","1 <96> 49",2,1,0.375,0.666666666666667,0,0.625,NA,NA,NA,3,1,4,3,2,2,4,4,2,4,2,2,1,4,2,2,1
"6197","434614041",4,0,1,1,1,2,1,1,1,6,1.13375796178344,33,1,"30-39","Male","Hessen",1,"Single, without partner","No, I don't feel close to any religion",11,"Unskilled worker","1,500 to below 2,000 <80>","2","5","11-20 kilometers","1 <96> 49",5,0,0.25,0,0,0.25,NA,NA,NA,2,3,2,2,3,2,2,2,4,3,2,2,3,4,4,2,2
"6201","403421141",4,0,1,1,1,2,1,4,4,7,1.07312925170068,55,0,"50-59","Female","Hessen",1,"Married","Protestant",10,"Employee in low / medium position","below 500 <80>","2","4","3-5 kilometers","1 <96> 49",2,1,0.75,0.666666666666667,0.5,1,NA,NA,NA,4,4,4,4,3,4,3,3,4,3,3,3,3,4,3,2,3
"6203","473257747",4,0,1,1,1,2,1,1,3,8,1.0828025477707,62,0,"60 and older","Female","Hessen",1,"Married","Christian, but not close to a particular religious community",13,"Retired","5,000 or more <80>","4","8","Less than 3 kilometer","250 <96> 499",2,0,1,0,0.5,0.875,NA,NA,NA,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2
"6205","487542741",4,0,2,2,2,3,2,2,2,5,1.02217036172695,63,0,"60 and older","Female","Hessen",1,"With partner, not living together","Protestant",12,"Retired","1,000 to below 1,500 <80>","2","5","Less than 3 kilometer","1 <96> 49",5,11,0.625,0,0,1,NA,NA,NA,4,3,4,3,4,4,3,4,4,3,3,3,1,3,3,2,3
"6207","407807241",4,0,1,2,1,2,2,2,2,4,1.12291666666667,65,0,"60 and older","Male","Hessen",1,"Married","Protestant",12,"Retired","2,000 to below 2,500 <80>","2","7","6-10 kilometers","1 <96> 49",7,70,1,1,0.5,0.875,NA,NA,NA,4,4,4,4,2,3,4,4,3,3,3,3,4,4,2,2,3
"6214","481056249",4,0,2,2,2,3,2,3,4,7,1.15044883303411,27,0,"18-29","Male","Hessen",1,"With partner, living together","Protestant",18,"Employee in low / medium position","3,500 to below 4,000 <80>","2","6","Less than 3 kilometer","250 <96> 499",5,30,0.875,1,0.5,1,NA,NA,NA,4,3,4,3,3,3,3,4,4,3,4,3,4,4,3,2,2
"6216","453106240",4,0,1,1,1,1,1,2,2,7,1.08292079207921,63,0,"60 and older","Male","Hessen",1,"Married","Protestant",13,"Self-employed / freelancer","No answer","2","7","21-50 kilometers","1 <96> 49",4,0,0,0,0,0,NA,NA,NA,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1
"6217","453087146",4,0,1,2,2,4,1,4,4,3,1.06047032474804,38,1,"30-39","Male","Hessen",1,"Divorced / separated","Protestant",13,"Unemployed / seeking work","500 to below 1,000 <80>","1","0 ( BOTTOM )","11-20 kilometers","1 <96> 49",8,100,1,1,0.166666666666667,0.875,NA,NA,NA,4,4,4,4,4,2,4,4,4,3,4,4,4,4,2,2,4
"6218","471793946",4,0,1,1,1,1,2,2,2,7,1.15570175438596,62,0,"60 and older","Male","Hessen",1,"Married","No answer",17,"Retired","No answer","2","5","Less than 3 kilometer","1 <96> 49",5,0,0,0,0.5,0.375,NA,NA,NA,3,2,2,3,2,2,3,2,1,3,1,2,1,2,2,3,3
"6221","494104648",4,0,1,1,1,1,1,1,1,5,1.25816485225505,62,0,"60 and older","Male","Hessen",1,"With partner, not living together","Protestant",12,"Employee in low / medium position","2,500 to below 3,000 <80>","1","4","Less than 3 kilometer","250 <96> 499",5,0,0.75,0.333333333333333,0.5,1,NA,NA,NA,3,4,3,3,3,3,3,3,4,4,3,4,4,4,4,3,1
"6231","474283545",4,0,3,3,3,3,3,2,2,6,1.01090384788682,34,1,"30-39","Male","Rheinland-Pfalz",1,"Single, without partner","Protestant",19,"Employee in low / medium position","2,000 to below 2,500 <80>","1","6","Less than 3 kilometer","500 <96> 999",6,60,0.875,1,0.333333333333333,1,NA,NA,NA,4,4,4,3,3,3,4,3,4,3,4,4,4,4,4,3,4
"6233","403098847",4,0,1,1,3,4,1,2,3,8,1.01090384788682,50,0,"40-49","Female","Rheinland-Pfalz",1,"Married","Protestant",14,"Senior civil servant","4,500 to below 5,000 <80>","4","5","3-5 kilometers","50 <96> 249",9,0,0.625,0,0,0.375,NA,NA,NA,2,4,3,2,2,3,2,1,3,3,1,2,3,2,3,2,2
"6237","497127049",4,0,1,1,1,1,1,1,1,9,1.01090384788682,22,0,"18-29","Female","Rheinland-Pfalz",1,"With partner, living together","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","1,500 to below 2,000 <80>","2","7","3-5 kilometers","50 <96> 249",5,0,0,0,0,0.125,NA,NA,NA,2,2,1,1,3,1,2,2,3,2,2,2,3,3,2,1,1
"6238","457389346",4,0,2,1,1,1,2,2,2,7,1.01090384788682,39,0,"30-39","Male","Rheinland-Pfalz",1,"Registered partnership","No, I don't feel close to any religion",15,"Senior civil servant","4,500 to below 5,000 <80>","2","8","11-20 kilometers","250 <96> 499",5,0,0.875,0,0.833333333333333,0.875,NA,NA,NA,3,3,3,3,4,2,3,4,2,3,3,3,2,3,2,2,2
"6241","403328046",4,0,2,1,2,2,1,1,1,8,1.01090384788682,58,1,"50-59","Female","Rheinland-Pfalz",1,"Single, without partner","Christian, but not close to a particular religious community",11,"Employee in low / medium position","No answer","1","6","More than 50 kilometer","50 <96> 249",5,4,0.125,0.333333333333333,0,0,NA,NA,NA,2,2,2,1,2,2,2,2,3,2,2,2,2,3,3,3,2
"6247","434704441",4,0,1,1,1,4,1,1,3,0,1.01090384788682,34,0,"30-39","Male","Rheinland-Pfalz",1,"With partner, living together","Roman Catholic",19,"Employee in low / medium position","1,000 to below 1,500 <80>","1","1","3-5 kilometers","500 <96> 999",7,80,0.875,1,0.333333333333333,1,NA,NA,NA,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3
"6257","437778341",4,0,1,2,3,3,3,4,4,5,1.00877785280216,49,0,"40-49","Male","Rheinland-Pfalz",1,"With partner, living together","No, I don't feel close to any religion",10,"Unskilled worker","4,000 to below 4,500 <80>","2","6","More than 50 kilometer","500 <96> 999",5,60,1,1,0.666666666666667,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
"6265","437531342",4,0,1,1,1,2,1,2,2,6,1.42857142857143,25,0,"18-29","Female","Rheinland-Pfalz",1,"With partner, living together","Roman Catholic",17,"Employee in low / medium position","1,500 to below 2,000 <80>","2","4","More than 50 kilometer","1 <96> 49",3,0,0.125,0.333333333333333,0,0.375,NA,NA,NA,2,2,3,3,2,2,1,3,1,2,1,2,3,3,3,3,3
"6267","463038540",4,0,2,1,2,2,2,4,3,9,1.3125,67,0,"60 and older","Male","Rheinland-Pfalz",0,"Married","No, I don't feel close to any religion",12,"Retired","1,500 to below 2,000 <80>","2","6","Don't know","There are no refugees in my town",8,49,1,1,0.333333333333333,0.875,NA,NA,NA,4,2,4,4,3,4,3,4,3,3,3,3,4,4,4,3,1
"6272","413118441",4,0,1,1,1,1,1,2,3,7,1.06051437216339,51,0,"50-59","Female","Rheinland-Pfalz",1,"Married","Roman Catholic",13,"Senior civil servant <96> highest level","4,500 to below 5,000 <80>","2","7","21-50 kilometers","1 <96> 49",4,0,0.375,0,0,0.75,NA,NA,NA,3,3,3,2,4,2,3,3,3,3,3,2,2,3,3,2,3
"6273","407928640",4,0,3,3,3,3,3,2,4,4,1.06051437216339,41,0,"40-49","Female","Rheinland-Pfalz",1,"With partner, not living together","No, I don't feel close to any religion",13,"Employee in low / medium position","No answer","1","7","Less than 3 kilometer","50 <96> 249",5,0,1,0.666666666666667,0.5,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
"6277","411484347",4,0,1,1,1,2,1,2,2,9,1.07783417935702,61,0,"60 and older","Male","Rheinland-Pfalz",1,"Married","Roman Catholic",18,"Retired","5,000 or more <80>","3","8","11-20 kilometers","1 <96> 49",6,0,0.375,0,0,0.625,NA,NA,NA,3,2,3,1,3,2,3,3,2,2,3,2,2,3,2,2,2
"6278","461110246",4,0,2,3,3,3,2,3,2,7,1.117903930131,26,1,"18-29","Male","Rheinland-Pfalz",1,"Single, without partner","No, I don't feel close to any religion",13,"In schooling / vocational training, student","3,500 to below 4,000 <80>","3","6","11-20 kilometers","1 <96> 49",7,29,0.75,0.666666666666667,0.166666666666667,0.875,NA,NA,NA,3,1,4,3,4,3,4,4,3,3,3,3,3,4,2,3,4
"6280","497845446",4,0,2,2,2,2,2,2,3,9,1.03414911781446,27,0,"18-29","Female","Rheinland-Pfalz",1,"With partner, living together","No, I don't feel close to any religion",15,"Employee in low / medium position","3,500 to below 4,000 <80>","2","7","More than 50 kilometer","50 <96> 249",5,0,0.75,1,0.166666666666667,0.625,NA,NA,NA,2,2,4,4,4,2,3,3,2,2,2,2,3,3,3,3,2
"6282","417576446",4,0,3,1,2,4,4,3,4,0,1.07677725118483,54,0,"50-59","Female","Rheinland-Pfalz",1,"With partner, not living together","Roman Catholic",13,"Unemployed / seeking work","1,000 to below 1,500 <80>","2","3","Don't know","500 <96> 999",10,100,0.875,1,0.666666666666667,0.875,NA,NA,NA,4,4,4,4,1,4,4,4,4,3,4,4,4,4,4,4,3
"6286","447389141",4,0,3,1,1,3,3,2,2,8,1.10416666666667,35,0,"30-39","Male","Rheinland-Pfalz",1,"Married","Protestant",12,"Employee in low / medium position","3,500 to below 4,000 <80>","4","5","Don't know","There are no refugees in my town",7,69,0,0.666666666666667,0,0.5,NA,NA,NA,2,3,3,2,3,3,2,2,1,4,1,3,1,1,1,1,4
"6288","481953143",4,0,1,1,1,1,1,1,1,7,1.19090909090909,28,1,"18-29","Male","Rheinland-Pfalz",1,"Single, without partner","No, I don't feel close to any religion",20,"Unemployed / seeking work","1,000 to below 1,500 <80>","2","7","Don't know","1 <96> 49",2,0,0,0,0,0.125,NA,NA,NA,1,1,1,1,1,2,2,3,1,2,1,1,1,1,3,1,2
"6294","407201744",4,0,4,1,3,1,1,3,3,2,0.973887587822014,49,1,"40-49","Male","Rheinland-Pfalz",1,"Single, without partner","No, I don't feel close to any religion",12,"Retired","500 to below 1,000 <80>","1","2","Less than 3 kilometer","1000 and more",4,70,0.875,1,0.333333333333333,0.875,NA,NA,NA,3,2,4,4,4,4,4,3,4,3,4,4,3,3,3,2,2
"6297","441944442",4,0,1,1,1,3,1,1,2,3,0.973887587822014,25,0,"18-29","Male","Rheinland-Pfalz",1,"With partner, not living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",18,"In schooling / vocational training, student","below 500 <80>","1","3","3-5 kilometers","500 <96> 999",3,20,0.875,1,0.833333333333333,0.875,NA,NA,NA,4,2,4,4,3,3,4,4,3,2,4,3,4,3,3,3,2
"6298","481404549",4,0,1,2,1,2,1,1,2,3,0.973887587822014,64,1,"60 and older","Male","Rheinland-Pfalz",1,"Single, without partner","Roman Catholic",14,"Retired","1,500 to below 2,000 <80>","1","6","3-5 kilometers","250 <96> 499",7,0,0.375,0,0,0.125,NA,NA,NA,3,2,2,1,2,1,1,1,3,2,2,2,2,3,3,2,1
"6306","403311949",4,0,1,1,1,1,1,1,1,2,1,60,1,"50-59","Female","Rheinland-Pfalz",1,"Divorced / separated","Protestant",14,"Employee in low / medium position","1,500 to below 2,000 <80>","2","3","21-50 kilometers","There are no refugees in my town",4,0,0.625,0,0.333333333333333,0.625,NA,NA,NA,2,2,3,2,3,3,3,3,2,4,2,2,2,1,4,3,1
"6310","404863146",4,0,1,1,1,1,1,1,1,7,0.963768115942029,37,1,"30-39","Male","Rheinland-Pfalz",1,"Single, without partner","Christian, but not close to a particular religious community",20,"Employee in low / medium position","1,500 to below 2,000 <80>","1","8","21-50 kilometers","1 <96> 49",3,5,0,0,0.666666666666667,0,NA,NA,NA,2,1,1,2,2,1,1,2,1,2,1,2,1,3,1,2,1
"6311","403460141",4,0,2,1,1,4,1,2,2,8,1.20720720720721,68,0,"60 and older","Male","Rheinland-Pfalz",1,"Married","Christian, but not close to a particular religious community",19,"Retired","3,500 to below 4,000 <80>","3","4","21-50 kilometers","50 <96> 249",3,16,1,1,0.666666666666667,1,NA,NA,NA,3,3,4,3,4,3,4,4,4,3,3,3,3,4,3,3,2
"6315","447602948",4,0,2,2,2,2,2,3,3,7,1.10483042137718,40,1,"30-39","Male","Rheinland-Pfalz",1,"Single, without partner","No, I don't feel close to any religion",21,"Employee in low / medium position","500 to below 1,000 <80>","1","7","3-5 kilometers","1 <96> 49",7,20,0.25,0.666666666666667,0.5,0.75,NA,NA,NA,3,3,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2
"6317","461380940",4,0,3,3,3,2,3,2,3,8,0.764705882352941,22,0,"18-29","Male","Rheinland-Pfalz",1,"Married","Roman Catholic",14,"Skilled worker","1,500 to below 2,000 <80>","3","4","21-50 kilometers","There are no refugees in my town",2,0,0.25,1,0,0.875,NA,NA,NA,4,3,4,4,2,4,3,4,4,4,1,3,4,3,4,3,2
"6319","407177342",4,0,2,1,1,1,1,1,2,3,1.03390531321067,56,0,"50-59","Female","Rheinland-Pfalz",1,"Married","Protestant",14,"Retired","4,500 to below 5,000 <80>","6","3","6-10 kilometers","250 <96> 499",4,1,0.375,0,0.333333333333333,0.625,NA,NA,NA,2,1,3,4,2,3,3,3,4,3,2,2,2,4,3,2,2
"6324","421987745",4,0,1,1,1,2,2,2,2,8,1.14691780821918,67,1,"60 and older","Male","Rheinland-Pfalz",1,"Divorced / separated","Protestant",12,"Retired","500 to below 1,000 <80>","1","7","Don't know","250 <96> 499",7,20,1,0.333333333333333,0.333333333333333,0.625,NA,NA,NA,3,1,3,3,2,2,3,3,4,3,3,3,3,4,4,4,3
"6333","453477445",4,0,1,1,1,1,1,1,2,8,1.01888772298006,56,0,"50-59","Female","Rheinland-Pfalz",1,"Married","Roman Catholic",12,"Homemaker","3,000 to below 3,500 <80>","2","8","21-50 kilometers","250 <96> 499",5,0,0.625,0.333333333333333,0.5,0.75,NA,NA,NA,3,3,3,2,3,2,3,3,2,2,2,2,2,3,3,2,2
"6335","467909049",4,0,3,4,4,3,3,1,3,9,0.935613682092555,26,0,"18-29","Female","Rheinland-Pfalz",1,"Married","No, I don't feel close to any religion",13,"Employee in low / medium position","1,500 to below 2,000 <80>","2","4","Less than 3 kilometer","50 <96> 249",6,40,0.875,1,0.666666666666667,0.875,NA,NA,NA,3,2,4,4,3,3,4,4,2,3,4,2,2,3,3,4,2
"6339","477283349",4,0,1,1,1,1,1,1,1,8,1.06495726495726,21,1,"18-29","Male","Rheinland-Pfalz",1,"Single, without partner","No, I don't feel close to any religion",15,"In schooling / vocational training, student","No answer","3","6","6-10 kilometers","1 <96> 49",4,0,0,0,0,0,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2
"6340","403401545",4,0,1,1,1,1,1,1,2,5,1.02903225806452,58,1,"50-59","Female","Rheinland-Pfalz",1,"Divorced / separated","Christian, but not close to a particular religious community",13,"Self-employed / freelancer","2,000 to below 2,500 <80>","1","5","More than 50 kilometer","There are no refugees in my town",6,0,0.75,0.666666666666667,0.166666666666667,0.875,NA,NA,NA,4,4,4,4,3,2,4,4,4,3,2,2,1,4,1,1,3
"6345","477169145",4,0,1,1,1,1,2,1,1,3,1.02287581699346,31,1,"30-39","Female","Rheinland-Pfalz",1,"Single, without partner","Protestant",16,"Employee in low / medium position","1,500 to below 2,000 <80>","1","7","11-20 kilometers","1 <96> 49",6,2,0.75,0.333333333333333,0.333333333333333,0.625,NA,NA,NA,4,3,3,3,4,2,2,1,4,3,2,3,2,2,3,3,3
"6351","403663840",4,0,1,1,1,1,1,1,1,8,1.02882380288238,27,0,"18-29","Female","Rheinland-Pfalz",1,"With partner, not living together","Protestant",20,"In schooling / vocational training, student","2,000 to below 2,500 <80>","3","6","6-10 kilometers","500 <96> 999",3,0,0.375,0,0.166666666666667,0.375,NA,NA,NA,2,2,3,3,3,2,2,2,3,2,2,2,2,2,3,2,3
"6352","427045547",4,0,4,4,3,3,2,2,2,8,1.02882380288238,28,0,"18-29","Female","Rheinland-Pfalz",1,"Married","Protestant",12,"Parental leave","2,000 to below 2,500 <80>","4","7","21-50 kilometers","50 <96> 249",8,54,0.875,0.333333333333333,0.5,0.5,NA,NA,NA,4,1,3,1,2,2,3,4,2,2,1,2,2,2,1,1,4
"6360","477167946",4,0,2,1,1,1,1,2,2,5,1.02882380288238,71,1,"60 and older","Female","Rheinland-Pfalz",1,"Divorced / separated","No, I don't feel close to any religion",13,"Retired","500 to below 1,000 <80>","1","5","3-5 kilometers","250 <96> 499",5,3,0.375,0.333333333333333,0,0.625,NA,NA,NA,2,2,3,3,3,2,3,3,2,2,2,2,3,3,3,2,3
"6361","407448142",4,0,1,1,1,2,1,1,1,7,1.0379746835443,19,1,"18-29","Male","Rheinland-Pfalz",1,"Single, without partner","No, I don't feel close to any religion",12,"In schooling / vocational training, student","4,000 to below 4,500 <80>","3","6","Don't know","1 <96> 49",2,1,0.25,0,0,0.125,NA,NA,NA,2,1,1,1,3,2,1,1,2,1,3,3,2,3,2,2,3
"6364","447545142",4,0,1,1,1,1,1,1,1,7,1.02080237741456,29,0,"18-29","Female","Rheinland-Pfalz",1,"With partner, not living together","Christian, but not close to a particular religious community",20,"Skilled worker","1,500 to below 2,000 <80>","1","7","21-50 kilometers","1 <96> 49",4,0,0.25,0,0.333333333333333,0.125,NA,NA,NA,2,1,1,1,3,1,2,1,2,1,1,1,1,4,1,1,1
"6365","497698047",4,0,2,1,1,1,1,1,1,5,1.02080237741456,56,0,"50-59","Female","Rheinland-Pfalz",1,"With partner, living together","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",15,"Employee in low / medium position","2,000 to below 2,500 <80>","2","2","11-20 kilometers","50 <96> 249",2,0,0.375,0,0.333333333333333,0.5,NA,NA,NA,2,1,3,2,3,3,3,1,2,4,1,2,1,3,3,3,2
"6366","443227747",4,0,1,1,1,1,1,1,1,8,1.16206896551724,23,1,"18-29","Male","Rheinland-Pfalz",1,"Single, without partner","No, I don't feel close to any religion",16,"Senior civil servant <96> highest level","1,500 to below 2,000 <80>","1","6","21-50 kilometers","50 <96> 249",4,0,0,0,0.5,0.125,NA,NA,NA,2,2,2,1,3,2,1,2,3,2,1,2,2,3,2,2,2
